Code,Expedition,State,French name,Baudin's Original name,Australian name,Aborigines name,Aborigines langage,latitude,longitude,Source coordonnées,test coordonnées,Vérifié,Caracteristiques (FR),Characteristic (EN),Origine du nom (FR),Origin of the name (EN),URL WIKI FR,URL WIKi EN,URL IMG,URL DIV,Origine du nom version initiale,détails,@
Baudin156,Baudin,SA,C Colbert,,Cap Colbert (officially Cape Donington),,,-34.765997,135.902878,GeoView (Ile Chaliou),"https://www.google.com/maps?q=-34.765997,135.902878",,,,,,https://fr.wikipedia.org/wiki/Jean-Baptiste_Colbert,https://en.wikipedia.org/wiki/Jean-Baptiste_Colbert,,,,,
Baudin157,Baudin,SA,I Duroc,,Ile Duroc,,,-34.72783,135.98941,Coastshop (Cape Colbert),"https://www.google.com/maps?q=-34.72783,135.98941",,,,"Géraud Christophe Michel du Roc de Brion, dit Michel Duroc, duc de Frioul (25 octobre 1772 – 23 mai 1813), est le grand maréchal du palais de Napoléon Ier. Il fut tué à la bataille de Bautzen.","Géraud Christophe Michel du Roc de Brion, known as Michel Duroc, Duke of Friuli (25 October 1772 – 23 May 1813), was the Grand Marshal of the Palace of Napoleon I. He was killed at the Battle of Bautzen.",https://fr.wikipedia.org/wiki/G%C3%A9raud_Christophe_Michel_Duroc,https://en.wikipedia.org/wiki/G%C3%A9raud_Duroc,,,"Géraud Christophe Michel du Roc de Brion dit Michel Duroc, duc de Frioul, grand maréchal du palais de Napoléon Ier, né à Pont-à-Mousson (Barrois) le 25 octobre 1772 et tombé au champ d'honneur à la bataille de Bautzen (Saxe) le 23 mai1813. ""ce furent Mr de Segur et Duroc qui reglerent le protocole de l'etiquette de la Cour imperiale: le prefet faisait une liste etc...p.195 https://books.google.com.au/books?id=WVJeAAAAIAAJ&pg=PA187&dq=salon+de+mr+Corvisart&hl=fr&source=gbs_toc_r&cad=4#v=onepage&q=salon%20de%20mr%20Corvisart&f=false",,
Baudin158,Baudin,SA,Is Berthier,,Gambier Islands,,,,,—,,,,,"Louis-Alexandre Berthier, prince de Neuchâtel et Valangin, prince de Wagram (20 novembre 1753 - 1er juin 1815), est un maréchal d'Empire.","Louis-Alexandre Berthier, Prince of Neuchâtel and Valangin, Prince of Wagram (20 November 1753 – 1 June 1815), was a Marshal of the Empire.",https://fr.wikipedia.org/wiki/Louis-Alexandre_Berthier,https://en.wikipedia.org/wiki/Louis-Alexandre_Berthier,,,"Louis-Alexandre Berthier, prince de Neuchâtel et Valangin, prince de Wagram, né à Versailles, le 20 novembre 1753 et mort à Bamberg le 1er juin 1815), est un maréchal d'Empire.",,
Baudin159,Baudin,SA,ȋ. Clarke,,Ile Clarke,,,-34.93562,136.32626,Mapcarta (Île Duroc),"https://www.google.com/maps?q=-34.93562,136.32626",,,,"Henri-Jacques-Guillaume Clarke, duc de Feltre (17 octobre 1765 – 28 octobre 1818), est un officier français d'origine irlandaise, général de division, ministre de la Guerre de Napoléon Ier et maréchal de France.","Henri-Jacques-Guillaume Clarke, Duke of Feltre (17 October 1765 – 28 October 1818), was a French officer of Irish descent, a general of division, Napoleon's Minister of War, and a Marshal of France.",https://fr.wikipedia.org/wiki/Henri-Jacques-Guillaume_Clarke,"https://en.wikipedia.org/wiki/Henri_Jacques_Guillaume_Clarke,_duc_de_Feltre",,,"Henri-Jacques-Guillaume Clarke, né le 17 octobre 1765 à Landrecies, mort le 28 octobre 1818 à Neuwiller-lès-Saverne, est un officier français de la Révolution et de l'Empire, général de division, ministre de la Guerre de Napoléon Ier, fait comte d'Hunebourg et comte de l'Empire, puis duc de Feltre.",,
Baudin160,Baudin,SA,I d'Aboukir,,Ile d'Aboukir (officially North Island),,,-33.74275,134.28484,Mapcarta (Île Lecamus),"https://www.google.com/maps?q=-33.74275,134.28484",,,,La bataille d’Aboukir (ou bataille terrestre d'Aboukir) eut lieu le 25 juillet 1799 entre l'Armée française d'Orient et les Turcs ottomans en Égypte. Le général Napoléon Bonaparte y remporte une victoire sur l'Empire ottoman.,The Battle of Abukir was a land battle fought on 25 July 1799 between the French Army of the Orient and Ottoman Turks in Egypt. General Napoleon Bonaparte won a victory over the Ottoman Empire.,https://fr.wikipedia.org/wiki/Bataille_d%27Aboukir_(1799),https://en.wikipedia.org/wiki/Battle_of_Abukir_(1799),,,La bataille d’Aboukir eut lieu le 25 juillet 1799 entre l'Armée française d'Orient et les Turcs ottomans en Égypte. Le général Napoléon Bonaparte y remporte une victoire sur l'Empire ottoman.,,
Baudin161,Baudin,SA,I Marengo,,Wedge island,,,,,,,,,,"La bataille de Marengo (14 juin 1800) opposa une force française commandée par Napoléon Bonaparte, alors Premier Consul, à une armée autrichienne. Cette victoire permit à Napoléon d'asseoir sa position après son coup d'État.","The Battle of Marengo (14 June 1800) pitted a French force commanded by Napoleon Bonaparte, then First Consul, against an Austrian army. This victory helped Napoleon to consolidate his position after his coup d'état.",https://fr.wikipedia.org/wiki/Bataille_de_Marengo,https://en.wikipedia.org/wiki/Battle_of_Marengo,,,"La bataille de Marengo (14 juin 1800), vit s'opposer une force française commandée par Napoléon Bonaparte, alorsPremier Consul, à une armée autrichienne sous la direction du feld-maréchal baron Michael Friedrich Benedikt von Melasà Alessandria, Piémont, Italie. Les forces françaises parvinrent à repousser l'attaque surprise de Melas à la fin de la journée, refoulant les Autrichiens hors d'Italie. Ce fait d'armes permit à Napoléon d'assoir un peu plus sa position au sein du triumvirat consulaire en tant que Premier Consul après son coup d'État en novembre dernier",,
Baudin162,Baudin,SA,I de la Favorite,,Ile de la Favorite  (officially south west rock),,,,,,,,,,"La bataille de La Favorite a eu lieu le 16 janvier 1797 à proximité de Mantoue, dans le nord de l'Italie, entre l'armée française et l'armée autrichienne.","The Battle of La Favorita took place on 16 January 1797 near Mantua, in northern Italy, between the French and Austrian armies.",https://fr.wikipedia.org/wiki/Bataille_de_La_Favorite,https://en.wikipedia.org/wiki/Battle_of_La_Favorita,,,"La bataille de La Favorite a eu lieu le 16 janvier 1797 à proximité de La Favorite dans le nord de l'Italie, entre l'armée française et l'armée autrichienne.",,
Baudin163,Baudin,SA,C. de Rivoli,,Canal de Rivoli,,,,,,,,,,"Victoire de Rivoli (14-15 janvier 1797), une bataille clé de la première campagne d'Italie de Napoléon Bonaparte.","The victory at Rivoli (14-15 January 1797), a key battle in Napoleon Bonaparte's first Italian campaign.",https://fr.wikipedia.org/wiki/Bataille_de_Rivoli_(1797),https://en.wikipedia.org/wiki/Battle_of_Rivoli,,, victoire de Rivoli (janvier 1797) ,,
Baudin164,Baudin,SA,C Turenne,,Cap Turenne,,,,,,,,,,"Henri de La Tour d'Auvergne, vicomte de Turenne (1611-1675), maréchal de France en 1643 et maréchal général des camps et armées du roi en 1660, il fut l'un des meilleurs généraux de Louis XIII puis Louis XIV.","Henri de La Tour d'Auvergne, Vicomte de Turenne (1611-1675), Marshal of France in 1643 and Marshal General of the King's Armies in 1660, was one of the finest generals under Louis XIII and later Louis XIV.",https://fr.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne_(vicomte_de_Turenne),"https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne,_Vicomte_de_Turenne",,,"Maréchal de France en 1643 et maréchal général des camps et armées du roi en 1660, il fut l'un des meilleursgénéraux de Louis XIII puis Louis XIV.",,
Baudin165,Baudin,SA,I d'Assas,,Ile d'Assas / officially Williams island,,,,,,,,,,"Louis d'Assas du Mercou, dit « le Chevalier d'Assas » (20 juillet 1733 – 16 octobre 1760), est un militaire et aristocrate français du XVIIIe siècle, célèbre pour son sacrifice lors de la bataille de Kloster Kampen.","Louis d'Assas du Mercou, known as ""le Chevalier d'Assas"" (20 July 1733 – 16 October 1760), was an 18th-century French military officer and aristocrat, famous for his self-sacrifice at the Battle of Kloster Kampen.",https://fr.wikipedia.org/wiki/Louis_d%27Assas,https://en.wikipedia.org/wiki/Louis_d%27Assas,,,"Louis d'Assas du Mercou dit « le Chevalier d'Assas », né le 20 juillet 1733 au Vigan et mort dans la nuit du 15 au16 octobre 1760 lors de la bataille de Kloster Kampen en Westphalie, est un militaire et aristocrate français du xviiie siècle.",,
Baudin166,Baudin,SA,I Valbelle,,Ile Valbelle (SA0046587) North Neptune Islands,,,,,,,,,,"Jean-Paul de Valbelle (1627-1681) était un officier de marine français qui servit sous Louis XIV, notamment lors de la campagne de Sicile (1674-1675).","Jean-Paul de Valbelle (1627-1681) was a French naval officer who served under Louis XIV, notably during the Sicilian campaign (1674-1675).",https://fr.wikipedia.org/wiki/Jean-Baptiste_de_Valbelle,https://en.wikipedia.org/wiki/Jean-Baptiste_de_Valbelle,,,"Depuis longtemps la Sicile, mécontente de la domination espagnole, attendait l’occasion de s’en affranchir. La guerre allumée entre la France et l’Espagne lui en fournit les moyens. La ville de Messine donna le signal : les habitants réclamèrent la protection de Louis XIV et arborèrent l’étendard de la France. Ils avaient déjà reçu un premier secours, conduit en septembre 1674 par le marquis de Valavoir et le chevalier de Valbelle, qui occupaient la ville au nom du roi, lorsque le duc de Vivonne, nommé vice-roi de la Sicile, parut en vue de Messine le 11 février 1675.",,
Baudin167,Baudin,SA,I Villars,,Ile Villars/One of the South Neptune Islands,,,,,,,,,,"Pierre de Villars, dit le marquis de Villars (1623 – 20 mars 1698), est un diplomate et conseiller d'État français.","Pierre de Villars, known as the Marquis de Villars (1623 – 20 March 1698), was a French diplomat and Councillor of State.",https://fr.wikipedia.org/wiki/Pierre_de_Villars,https://en.wikipedia.org/wiki/Pierre_de_Villars,,,"Pierre de Villars, dit le marquis de Villars, né à Paris en 1623 où il est mort le 20 mars 1698, est un diplomate et conseiller d'État français.",,
Baudin168,Baudin,SA,I Montmorency,,Ile Montmorency?One of the South Neptune Islands,,,,,,,,,,"Anne Louis Charles François de Montmorency-Tancarville (1769-1846), « Prince de Montmorency-Tancarville », grand d'Espagne, 4e duc de Montmorency, député de la Seine-Inférieure (1815-1827).","Anne Louis Charles François de Montmorency-Tancarville (1769-1846), ""Prince de Montmorency-Tancarville"", a Grandee of Spain, 4th Duke of Montmorency, and deputy for Seine-Inférieure (1815-1827).",https://fr.wikipedia.org/wiki/Maison_de_Montmorency,https://en.wikipedia.org/wiki/House_of_Montmorency,,,"1799-1846 : Anne Louis Charles François de Montmorency-Tancarville (1769-1846), « Prince de Montmorency-Tancarville », grand d'Espagne, 4e duc de Montmorency, député de la Seine-Inférieure (1815-1827), fils du précédent.",,
Baudin169,Baudin,SA,îles Catinat,,Neptune Isles,,,-35.240000,135.720000,Wikipedia — Neptune Islands Conservation Park (centre du groupe),"https://www.google.com/maps?q=-35.24,135.72",,,,Nicolas de Catinat (1er septembre 1637 – 22 février 1712) est un militaire et maréchal de France sous Louis XIV.,Nicolas Catinat (1 September 1637 – 22 February 1712) was a French military commander and Marshal of France under Louis XIV.,https://fr.wikipedia.org/wiki/Nicolas_de_Catinat,https://en.wikipedia.org/wiki/Nicolas_Catinat,,,"17 s Maréchal Nicolas de Catinat. Construit en 1610 par le grand-père du Maréchal Nicolas de Catinat, il est habité par celui-ci de 1637 à 1712, années durant lesquelles il reçoit de nombreuses personnalités de la cour du roi. ",,
Baudin170,Baudin,SA,Golfe Bonaparte,,Spencer Gulf,,,-33.000000,136.000000,Wikipedia — Spencer Gulf (centre de référence),"https://www.google.com/maps?q=-33.0,136.0",,,,,,https://fr.wikipedia.org/wiki/Napol%C3%A9on_Ier,https://en.wikipedia.org/wiki/Napoleon,,,,,
Baudin171,Baudin,SA,B Ségur,,Baie Segur,,,,,,,,,,"Louis-Philippe, comte de Ségur (10 septembre 1753 – 28 août 1830), est un diplomate et historien français. Membre de l'Académie française, il fut comblé d'honneurs sous l'Empire, devenant Grand Maître des cérémonies et comte de l'Empire.","Louis Philippe, comte de Ségur (10 September 1753 – 28 August 1830), was a French diplomat and historian. A member of the Académie française, he was showered with honours under the Empire, becoming Grand Master of Ceremonies and a Count of the Empire.",https://fr.wikipedia.org/wiki/Louis-Philippe_de_S%C3%A9gur,"https://en.wikipedia.org/wiki/Louis-Philippe,_comte_de_S%C3%A9gur",,,"p.188, 195 https://books.google.com.au/books?id=WVJeAAAAIAAJ&pg=PA187&dq=salon+de+mr+Corvisart&hl=fr&source=gbs_toc_r&cad=4#v=onepage&q=salon%20de%20mr%20Corvisart&f=falseLouis Philippe, 1753-1830, marquis et comte de Ségur, né le 10 septembre 1753 à Paris, mort le 28 août 1830, est un gentilhomme français d'orientation libérale, officier de la Révolution américaine, diplomate, homme politique, historien, poète, mais aussi chansonnier et goguettier. En 1801, il devient député au Corps législatif et courtise le Premier Consul. Spirituel, il justifie un jour un retard qui a irrité Bonaparte par un « embarras de rois », car il y avait six rois étrangers à Paris à ce moment-là[réf. nécessaire]. En 1802, il entre au conseil d'État. Nommé membre de l'Académie française en 1803, il est comblé d'honneurs à l'avènement de l'Empire : il est nommé Grand-Maître des cérémonies et fait successivement Grand aigle de la Légion d'honneur, ce qui correspond à la dignité actuelle de Grand Croix, Grand officier civil de la couronne (Grand maître des cérémonies de France), comte de l'Empire, enfin sénateur. À partir de 1806, il participe à la société chantante du Caveau moderne, sans son frère, mort l'année auparavant, en 1805.",,
Baudin172,Baudin,SA,Cap Grécourt,,Cap Grecourt/officially Cape Catastrophe,,,,,,,,,,Jean-Baptiste-Joseph Willart de Grécourt (7 février 1684 – 2 avril 1743) est un poète français.,Jean-Baptiste-Joseph Willart de Grécourt (7 February 1684 – 2 April 1743) was a French poet.,https://fr.wikipedia.org/wiki/Jean-Baptiste-Joseph_Willart_de_Gr%C3%A9court,https://en.wikipedia.org/wiki/Jean-Baptiste-Joseph_Willart_de_Gr%C3%A9court,,,Jean-Baptiste-Joseph Willart de Grécourt est un poète français né le 7 février 1684 à Vallières(actuellement Fondettes) et mort à Tours le 2 avril 1743.,,
Baudin173,Baudin,SA,C Florian,,Cap Florian,,,-34.988900,135.957800,Wikipedia — Cape Catastrophe (sommet du cap),"https://www.google.com/maps?q=-34.9889,135.9578",,,,"Jean-Pierre Claris de Florian (6 mars 1755 – 13 septembre 1794), est un auteur dramatique, romancier, poète et fabuliste français.","Jean-Pierre Claris de Florian (6 March 1755 – 13 September 1794) was a French dramatist, novelist, poet, and fabulist.",https://fr.wikipedia.org/wiki/Jean-Pierre_Claris_de_Florian,https://en.wikipedia.org/wiki/Jean-Pierre_Claris_de_Florian,,,"Jean-Pierre Claris de Florian, né près de Sauve à Logrian, le 6 mars 1755 et mort à Sceaux le 13 septembre 1794, est un auteur dramatique, romancier, poète et fabulistefrançais.",,
Baudin174,Baudin,SA,I St Lambert,,Ile St Lambert / Sleaford Islands ,,,-34.971100,135.968300,Mapcarta — Cape Florian,"https://www.google.com/maps?q=-34.9711,135.9683",,,,"Jean-François, marquis de Saint-Lambert (26 décembre 1716 – 9 février 1803) est un militaire, philosophe et poète français. Il fut l'idole du salon de Madame Necker et élu à l’Académie Française en 1770.","Jean-François, marquis de Saint-Lambert (26 December 1716 – 9 February 1803) was a French military man, philosopher, and poet. He was the idol of Madame Necker's salon and was elected to the Académie Française in 1770.",https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_de_Saint-Lambert,https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_de_Saint-Lambert,,,"Jean François, marquis de Saint Lambert est né à Nancy le 26 décembre 1716. élu à l’Académie Française le 26 avril 1770 en remplacement de l’abbé Trublet. Il jouit dès lors d’une immense influence à l’Académie. Il est l’idole recherchée du salon de Mme Necker.",,
Baudin175,Baudin,SA,B Jussieu,,Jussieu Bay ,,,-35.010000,135.900000,Mapcarta — Jussieu Bay (centre),"https://www.google.com/maps?q=-35.01,135.9",,,,Antoine-Laurent de Jussieu (12 avril 1748 – 17 septembre 1836) est un botaniste français.,Antoine-Laurent de Jussieu (12 April 1748 – 17 September 1836) was a French botanist.,https://fr.wikipedia.org/wiki/Antoine-Laurent_de_Jussieu,https://en.wikipedia.org/wiki/Antoine_Laurent_de_Jussieu,,,"Antoine-Laurent de Jussieu, né à Lyon le 12 avril 1748 et mort à Paris le 17 septembre 1836, est un botaniste français.",,
Baudin176,Baudin,SA,B Lavoisier,,Baie Lavoisier/Sleaford Bay,,,-34.986000,135.756000,Wikipedia — Sleaford Bay (centre),"https://www.google.com/maps?q=-34.986,135.756",,,,,,https://fr.wikipedia.org/wiki/Antoine_Lavoisier,https://en.wikipedia.org/wiki/Antoine_Lavoisier,,,,,
Baudin177,Baudin,SA,C Vauquelin,,Cap Vauquelin/Cape Wiles,,,-34.999167,135.682500,Wikipedia — Cape Wiles (sommet du cap),"https://www.google.com/maps?q=-34.999167,135.6825",,,,"Louis-Nicolas Vauquelin (16 mai 1763 – 14 novembre 1829) est un pharmacien et chimiste français. Il découvrit deux éléments chimiques, le chrome et le béryllium.","Louis-Nicolas Vauquelin (16 May 1763 – 14 November 1829) was a French pharmacist and chemist. He discovered two chemical elements, chromium and beryllium.",https://fr.wikipedia.org/wiki/Louis-Nicolas_Vauquelin,https://en.wikipedia.org/wiki/Louis-Nicolas_Vauquelin,,,"Louis-Nicolas Vauquelin, né le 16 mai 1763 et mort le 14 novembre 1829 à Saint-André-d'Hébertot dans le Calvados, est unpharmacien et chimiste français. Il découvrit notamment deux éléments chimiques, le chrome et le béryllium.",,
Baudin178,Baudin,SA,C Tournefort,,Cape Tournefort,,,-34.907600,135.691500,Mapcarta — Cape Tournefort (headland),"https://www.google.com/maps?q=-34.9076,135.6915",,,,Joseph Pitton de Tournefort (5 juin 1656 – 28 décembre 1708) est un botaniste français.,Joseph Pitton de Tournefort (5 June 1656 – 28 December 1708) was a French botanist.,https://fr.wikipedia.org/wiki/Joseph_Pitton_de_Tournefort,https://en.wikipedia.org/wiki/Joseph_Pitton_de_Tournefort,,,"Joseph Pitton de Tournefort (5 juin 1656, Aix-en-Provence – 28 décembre 1708, Paris) est un botaniste français.",,
Baudin179,Baudin,SA,I Guyton,,Liguanea Island,,,-34.895500,135.673300,Wikipedia — Liguanea Island,"https://www.google.com/maps?q=-34.8955,135.6733",,,,Louis-Bernard Guyton de Morveau (4 janvier 1737 – 2 janvier 1816) est un chimiste et homme politique français.,Louis-Bernard Guyton de Morveau (4 January 1737 – 2 January 1816) was a French chemist and politician.,https://fr.wikipedia.org/wiki/Louis-Bernard_Guyton-Morveau,https://en.wikipedia.org/wiki/Louis-Bernard_Guyton_de_Morveau,,,"Louis-Bernard Guyton de Morveau, devenu Louis-Bernard Guyton-Morveau depuis la Révolution, né à Dijon (Côte-d'Or) le4 janvier 1737 et mort à Paris le 2 janvier 1816, est un chimiste et un homme politique français.",,
Baudin180,Baudin,SA,C Carnot,,Cape Carnot,,,-34.900278,135.637500,Wikipedia — Cape Carnot (sommet du cap),"https://www.google.com/maps?q=-34.900278,135.6375",,,,"Lazare Carnot (1753-1823) était un homme politique, ingénieur et mathématicien français. Il fut une figure majeure de la Révolution française et des guerres napoléoniennes, et fut fait comte de l'Empire.","Lazare Carnot (1753-1823) was a French politician, engineer, and mathematician. He was a leading figure in the French Revolution and the Napoleonic Wars, and was made a Count of the Empire.",https://fr.wikipedia.org/wiki/Lazare_Carnot,https://en.wikipedia.org/wiki/Lazare_Carnot,,,"LAZARE CARNOT (1753-1823), COMTE D’EMPIRE",,
Baudin181,Baudin,SA,B d'Anville,,D'Anville Bay,,,-34.89394,135.61078,Mapcarta — D'Anville Bay,"https://www.google.com/maps?q=-34.89394,135.61078",,,,Jean-Baptiste Bourguignon d'Anville (11 juillet 1697 – 28 janvier 1782) est un géographe et cartographe français.,Jean-Baptiste Bourguignon d'Anville (11 July 1697 – 28 January 1782) was a French geographer and cartographer.,https://fr.wikipedia.org/wiki/Jean-Baptiste_Bourguignon_d%27Anville,https://en.wikipedia.org/wiki/Jean_Baptiste_Bourguignon_d%27Anville,,,"Jean-Baptiste Bourguignon d’Anville, né le 11 juillet 1697 à Paris où il est mort le 28 janvier 1782, est un géographe et cartographe français.",,
Baudin182,Baudin,SA,C de Mairan,,"Cap de Mairan, Pointe du Regard, Shoal Point",,,-34.78077,135.49640,Mapcarta — Shoal Point,"https://www.google.com/maps?q=-34.78077,135.4964",,,,"Jean-Jacques Dortous de Mairan (26 novembre 1678 – 20 février 1771) est un mathématicien, astronome et géophysicien français.","Jean-Jacques d'Ortous de Mairan (26 November 1678 – 20 February 1771) was a French mathematician, astronomer, and geophysicist.",https://fr.wikipedia.org/wiki/Jean-Jacques_Dortous_de_Mairan,https://en.wikipedia.org/wiki/Jean-Jacques_d%27Ortous_de_Mairan,,,"Jean-Jacques Dortous de Mairan, né à Béziers le 26 novembre 1678 et mort à Paris le 20 février 1771, est unmathématicien, astronome et géophysicien français",,
Baudin183,Baudin,SA,Pte Feuillée,,"Pointe Feuillée, Pointe aux Crabiers Point Avoid",,,-34.68062,135.32259,Mapcarta — Point Avoid,"https://www.google.com/maps?q=-34.68062,135.32259",,,,"Le père Louis Éconches Feuillée (1660 – 18 avril 1732) est un explorateur, botaniste, géographe et astronome français. Un siècle avant Humboldt, il découvre l'existence du large courant circulaire qui longe les côtes chiliennes et péruviennes.","Father Louis Éconches Feuillée (1660 – 18 April 1732) was a French explorer, botanist, geographer, and astronomer. A century before Humboldt, he discovered the existence of the large circular current along the Chilean and Peruvian coasts.",https://fr.wikipedia.org/wiki/Louis_Feuill%C3%A9e,https://en.wikipedia.org/wiki/Louis_Feuill%C3%A9e,,,"Le père Louis Éconches Feuillée (parfois écrit Feuillet) est un explorateur, botaniste, géographe et astronome français, né en 1660 à Mane près de Forcalquier et mort le 18 avril 1732 à Marseille. Il attire l'attention des membres de l'Académie des sciences et, en 1699, est envoyé par ordre du roi au Levant en compagnie de Jacques Cassini afin de déterminer la position géographique d'un certain nombre de ports maritimes et de villesLors de son voyage en Amérique du Sud, il décrit et dresse la carte des îles de Trinité-et-Tobago, le Río de la Plata, les Malouines, la baie de Coquimbo, Arica, Lima, les routes de Callao, et la ville de Pisco. Il dessine également de nombreux paysages sud-américains. Dans son Journal des observations physiques, mathématiques, et botaniques, Vol. I, il évoque le fraisier de Concepción Grâce à un hydromètre de son invention, Feuillée démontre que la Méditerranée est plus salée que l'Atlantique, indiquant que l'eau douce de l'Amazone se jette très avant dans l'Atlantique. Un siècle avant Alexander von Humboldt (1769-1859), Feuillée découvre l'existence du large courant circulaire qui longe les côtes chiliennes et péruviennes aujourd'hui appelé courant de Humboldt. Il observe aussi l'inversion des saisons au sud et au nord de l'équateur.",,
Baudin184,Baudin,SA,I Maupertuis,,"Ile Maupertuis, Golden Island (not Flinders's name)",,,-34.70141,135.33156,Mapcarta — Golden Island,"https://www.google.com/maps?q=-34.70141,135.33156",,,,"Pierre Louis Moreau de Maupertuis (28 septembre 1698 – 27 juillet 1759) est un philosophe, mathématicien, physicien, astronome et naturaliste français qui contribua notamment à la diffusion des théories de Newton.","Pierre Louis Moreau de Maupertuis (28 September 1698 – 27 July 1759) was a French philosopher, mathematician, physicist, astronomer, and naturalist who was instrumental in popularising the theories of Newton.",https://fr.wikipedia.org/wiki/Pierre_Louis_Moreau_de_Maupertuis,https://en.wikipedia.org/wiki/Pierre_Louis_Maupertuis,,,"Pierre Louis Moreau de Maupertuis, né le 28 septembre 1698 à Saint-Jouan-des-Guérets près de Saint-Malo et mort àBâle le 27 juillet 1759, est un philosophe, mathématicien, physicien, astronome et naturaliste français des xviie etxviiie siècles qui contribua notamment à la diffusion des théories de Newton hors d'Angleterre.",,
Baudin185,Baudin,SA,I Pingré,,"Ile Pingre, Price Island (not Flinders's name)",,,-34.70715,135.28689,Mapcarta — Price Island,"https://www.google.com/maps?q=-34.70715,135.28689",,,,"Alexandre Guy Pingré (4 septembre 1711 – 1er mai 1796) est un prêtre, astronome et géographe naval français.","Alexandre Guy Pingré (4 September 1711 – 1 May 1796) was a French priest, astronomer, and naval geographer.",https://fr.wikipedia.org/wiki/Alexandre_Guy_Pingr%C3%A9,https://en.wikipedia.org/wiki/Alexandre_Guy_Pingr%C3%A9,,,"Alexandre Guy Pingré, né à Paris le 4 septembre 1711 et mort à Paris le 1er mai 1796, est un prêtre, astronome et géographe navalfrançais.",,
Baudin186,Baudin,SA,îles Laplace,,"Iles Laplace, Whidbey Islands  (not Flinders's name)",,,-34.73306,135.15315,GeoNames — Whidbey Isles,"https://www.google.com/maps?q=-34.73306,135.15315",,,,"Pierre-Simon, marquis de Laplace (23 mars 1749 – 5 mars 1827) est un mathématicien, astronome et physicien français.","Pierre-Simon, marquis de Laplace (23 March 1749 – 5 March 1827) was a French mathematician, astronomer, and physicist.",https://fr.wikipedia.org/wiki/Pierre-Simon_de_Laplace,https://en.wikipedia.org/wiki/Pierre-Simon_Laplace,,,"Pierre-Simon de Laplace, ou Pierre-Simon Laplace, né le 23 mars 1749 à Beaumont-en-Auge et mort le 5 mars 1827 àParis, est un mathématicien, astronome et physicien français.",,
Baudin187,Baudin,SA,I le Gentil,,"Ile Le Gentil, Perforated Island (not Flinders's name)",,,-34.72732,135.15651,Mapcarta — Perforated Island,"https://www.google.com/maps?q=-34.72732,135.15651",,,,Guillaume Le Gentil de la Galaisière (12 septembre 1725 – 22 octobre 1792) était un astronome français célèbre pour sa malchance lors de ses tentatives d'observer les transits de Vénus de 1761 et 1769.,"Guillaume Le Gentil de la Galaisière (12 September 1725 – 22 October 1792) was a French astronomer, famous for his misfortune during his attempts to observe the 1761 and 1769 transits of Venus.",https://fr.wikipedia.org/wiki/Guillaume_Le_Gentil,https://en.wikipedia.org/wiki/Guillaume_Le_Gentil,,,"Guillaume Joseph Hyacinthe Jean-Baptiste Le Gentil de la Galaisière (Coutances, 12 septembre 1725 — Paris, 22 octobre 1792) était un astronome français dont le nom est resté célèbre pour la grande malchance dont il fut victime lors de ses tentatives infructueuses d'observer en 1761 puis 1769 le transit de Vénus, événement astronomique rare qui permettait de déterminer avec la plus grande précision possible pour l'époque la distance Terre-Soleil.",,
Baudin188,Baudin,SA,îs Lacondamine,,"Iles Lacontamine, Four Hummocks",,,-34.77357,135.03017,Mapcarta — Four Hummocks,"https://www.google.com/maps?q=-34.77357,135.03017",,,,Charles Marie de La Condamine (27 janvier 1701 – 4 février 1774) est un explorateur et scientifique français du XVIIIe siècle.,Charles Marie de La Condamine (27 January 1701 – 4 February 1774) was an 18th-century French explorer and scientist.,https://fr.wikipedia.org/wiki/Charles-Marie_de_La_Condamine,https://en.wikipedia.org/wiki/Charles_Marie_de_La_Condamine,,,"Charles Marie de La Condamine (1701–1774), né le 27 janvier 1701 à Paris et mort le 4 février 1774 à Paris, est unexplorateur et scientifique français du xviiie siècle.",,
Baudin189,Baudin,SA,B Rochon,,"Baie Rochon, Anse des Granits, Avoid Bay",,,,,,,,,,"Alexis-Marie de Rochon, dit l'abbé Rochon (21 février 1741 – 5 avril 1817), est un astronome et voyageur français, inventeur d'un instrument d'optique.","Alexis-Marie de Rochon, known as Abbé Rochon (21 February 1741 – 5 April 1817), was a French astronomer and traveller, inventor of an optical instrument.",https://fr.wikipedia.org/wiki/Alexis-Marie_de_Rochon,https://en.wikipedia.org/wiki/Alexis-Marie_de_Rochon,,,"Alexis-Marie de Rochon, dit l'abbé Rochon, né à Brest le 21 février 1741 et mort le 5 avril 1817, est un astronome et voyageur français, inventeur d'un instrument d'optique.",,
